,T_HMP,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,height,RH,oxypercent
275,-4.085,100.7,0.889,10.367,8.5,215.646,290.247,640.248,3810,87.41,51.65950271729011
276,-5.643,137.3,3.221,3.55,2.4,289.845,299.9,638.021,3810,100.0,51.65950271729012
277,-4.723,139.4,2.166,2.667,1.75,292.022,304.017,638.689,3810,100.0,51.65950271729011
278,-3.993,107.6,2.388,9.5,6.283,263.603,301.494,640.157,3810,100.0,51.65950271729011
279,-3.658,136.3,3.165,8.667,4.983,292.053,305.758,641.939,3810,100.0,51.65950271729011
280,-5.228,126.3,2.221,6.867,4.283,279.682,298.982,639.321,3810,100.0,51.65950271729012
281,-4.885,120.3,1.499,13.15,8.35,260.33,297.746,640.025,3810,100.0,51.65950271729011
282,-5.333,125.2,1.999,12.767,8.167,249.322,293.343,640.733,3810,100.0,51.65950271729011
283,-6.113,140.1,2.666,13.783,8.217,278.455,297.087,641.164,3810,100.0,51.65950271729011
284,-5.084,125.1,1.833,8.717,4.817,290.548,302.417,641.436,3810,100.0,51.65950271729011
285,-4.593,79.16,2.499,12.55,7.7,228.446,292.266,641.211,3810,100.0,51.65950271729011
286,-6.047,132.9,1.944,17.817,10.117,267.757,294.069,639.045,3810,100.0,51.65950271729012
287,-5.446,124.0,1.666,12.267,6.933,269.896,297.02,640.558,3810,100.0,51.65950271729011
288,-5.136,137.4,2.888,17.683,8.767,282.44,300.22,642.367,3810,100.0,51.65950271729011
289,-6.271,138.0,2.777,8.833,4.617,279.601,295.194,643.176,3810,100.0,51.65950271729011
290,-5.58,133.1,2.221,32.05,15.667,254.262,295.481,643.921,3810,100.0,51.65950271729011
291,-4.472,135.6,1.666,14.783,6.1,289.368,304.228,643.52,3810,100.0,51.65950271729011
292,-2.706,131.2,2.499,10.5,3.15,301.137,310.81,644.601,3810,100.0,51.65950271729011
293,-0.925,123.0,2.499,18.5,4.117,304.589,316.348,644.229,3810,99.28,51.65950271729011
294,1.0,107.9,1.777,15.067,1.8,233.543,316.574,642.689,3810,97.7,51.65950271729011
295,-0.513,124.9,2.277,7.133,0.4,312.369,321.889,640.164,3810,99.69,51.65950271729011
296,-1.088,135.3,1.999,11.883,0.883,307.797,322.938,642.666,3810,100.0,51.65950271729011
297,-0.216,120.1,1.888,6.9,0.25,311.818,331.515,645.175,3810,98.805,51.6595027172901
298,-1.108,132.2,2.277,13.55,1.267,306.324,324.651,644.298,3810,99.962,51.65950271729011
299,0.621,117.4,3.443,18.4,1.767,300.496,332.141,644.275,3810,86.6,51.6595027172901
300,-1.791,124.4,1.888,7.8,0.383,308.566,317.376,644.93,3810,100.0,51.6595027172901
301,-0.956,144.9,1.666,6.35,0.133,312.561,320.297,646.131,3810,100.0,51.65950271729011
302,-2.056,110.2,2.277,23.083,9.333,292.292,311.769,648.719,3810,95.071,51.6595027172901
303,-1.637,132.2,1.499,29.167,4.25,283.836,318.653,647.45,3810,99.561,51.65950271729011
304,-2.92,133.3,2.555,28.2,2.983,260.125,319.178,646.041,3810,97.832,51.65950271729011
305,-3.223,129.3,2.61,21.117,1.967,267.321,317.91,643.513,3810,100.0,51.65950271729012
306,-3.34,132.8,1.61,34.217,3.783,282.291,323.137,642.01,3810,100.0,51.65950271729011
307,-4.921,141.7,5.109,48.3,37.45,286.014,296.348,641.634,3810,99.68,51.65950271729011
308,-0.862,128.8,2.721,35.917,7.117,295.916,323.084,643.878,3810,99.422,51.65950271729011
309,0.082,131.8,3.943,38.217,4.167,284.592,321.848,645.543,3810,58.5,51.65950271729011
310,-0.297,136.7,3.499,26.433,2.467,300.058,330.132,644.894,3810,96.274,51.6595027172901
311,-2.107,130.1,2.443,15.95,8.067,300.438,313.584,643.702,3810,100.0,51.65950271729011
312,-1.854,130.7,3.221,19.3,1.5,298.615,323.996,642.338,3810,100.0,51.65950271729011
313,-1.581,135.2,4.332,26.6,2.467,288.316,323.666,641.515,3810,93.212,51.65950271729011
314,-2.143,124.1,4.498,34.083,5.0,297.936,317.238,642.218,3810,100.0,51.65950271729012
315,-2.242,128.4,3.388,36.25,3.217,290.379,320.76,642.643,3810,100.0,51.65950271729011
316,-3.154,128.8,1.999,40.417,3.867,292.617,319.535,643.502,3810,100.0,51.65950271729012
317,-2.587,139.1,1.888,30.617,22.383,275.201,301.422,643.237,3810,100.0,51.65950271729011
318,-0.834,125.1,2.221,25.767,2.233,306.521,327.352,641.933,3810,99.092,51.65950271729011
319,1.227,135.5,2.055,20.517,1.7,316.723,337.364,642.891,3810,98.8,51.65950271729011
320,0.522,130.8,3.61,34.35,3.517,308.29,335.085,643.023,3810,98.6,51.65950271729011
321,1.433,130.8,2.443,27.167,2.517,284.664,333.074,644.243,3810,93.2,51.65950271729011
322,2.156,137.8,3.665,39.483,4.15,296.191,335.513,647.153,3810,91.7,51.6595027172901
323,-1.967,57.36,2.499,8.633,13.5,309.502,306.069,648.412,3810,99.27,51.65950271729012
324,-1.574,113.5,2.777,55.75,40.7,295.994,309.528,644.143,3810,100.0,51.65950271729011
325,-4.475,40.01,2.055,12.717,14.567,298.696,298.646,644.399,3810,99.866,51.65950271729012
326,-0.643,127.7,3.388,26.367,2.333,211.021,311.474,645.439,3810,72.024,51.6595027172901
327,-0.222,133.3,3.554,39.833,4.017,301.41,328.871,645.739,3810,91.194,51.65950271729011
328,-0.315,137.1,1.444,14.833,0.733,308.99,328.237,643.825,3810,98.999,51.65950271729011
329,-0.307,120.5,3.61,30.567,3.067,294.597,325.745,642.768,3810,96.584,51.65950271729011
330,-1.792,136.0,4.776,39.417,3.95,288.05,319.133,642.168,3810,96.048,51.65950271729011
331,-1.538,125.3,3.332,30.683,2.95,300.421,324.85,643.832,3810,96.827,51.65950271729012
332,-0.074,134.3,3.443,44.95,4.95,290.29,329.769,643.898,3810,97.97,51.65950271729011
333,-0.688,123.3,2.11,45.917,4.617,305.843,328.088,643.233,3810,97.443,51.6595027172901
334,3.345,134.7,1.722,36.333,3.517,249.592,337.661,644.521,3810,97.6,51.65950271729011
335,2.348,134.9,3.832,39.417,4.033,306.579,337.207,643.739,3810,89.1,51.65950271729011
336,4.09,126.5,1.333,22.467,1.667,328.055,349.034,646.266,3810,98.1,51.65950271729011
337,4.908,119.0,4.387,21.383,1.75,323.25,347.272,647.212,3810,94.8,51.65950271729011
338,5.093,132.4,6.886,27.867,2.583,236.397,334.341,644.217,3810,79.55,51.65950271729011
339,5.517,124.7,5.165,39.15,4.383,236.764,333.528,644.204,3810,54.59,51.65950271729012
340,5.444,133.5,5.442,44.883,5.6,320.354,350.308,645.673,3810,73.9,51.65950271729012
341,3.318,128.3,3.276,37.217,4.2,306.156,342.643,645.704,3810,97.1,51.65950271729012
342,0.87,95.8,2.388,44.6,5.217,248.861,326.239,643.848,3810,78.16,51.65950271729011
343,2.603,141.8,8.22,48.15,5.917,268.842,328.905,644.013,3810,75.2,51.65950271729011
344,1.903,129.9,9.11,49.0,6.117,288.576,333.413,644.667,3810,82.1,51.65950271729011
345,0.017,130.8,3.554,37.083,3.983,311.934,327.316,645.397,3810,99.0,51.65950271729011
346,0.95,132.4,3.443,23.533,2.483,315.653,332.457,645.666,3810,98.3,51.65950271729011
347,1.186,133.9,2.832,21.333,2.2,317.284,338.076,644.283,3810,98.5,51.65950271729011
348,2.977,138.0,4.332,52.433,6.567,313.684,343.611,644.403,3810,92.1,51.65950271729011
349,-0.278,78.83,1.888,1.083,37.51148359824146,315.729,320.06,645.445,3810,98.763,51.65950271729011
350,1.163,122.1,2.277,46.217,5.217,224.147,319.436,644.385,3810,77.02,51.6595027172901
351,2.912,130.5,5.109,35.533,4.483,309.397,339.943,648.34,3810,76.88,51.65950271729011
352,1.519,125.4,2.332,51.95,7.133,295.987,339.484,647.179,3810,87.3,51.65950271729011
353,5.148,119.0,1.722,78.533,11.333,287.398,354.776,647.176,3810,96.2,51.65950271729011
354,4.831,136.9,2.943,20.783,2.267,335.698,354.244,647.017,3810,97.3,51.65950271729011
355,2.795,127.2,0.611,105.367,11.533,266.701,342.01,649.191,3810,86.4,51.65950271729012
356,2.945,123.8,8.33,9.783,0.633,325.083,341.423,646.93,3810,97.5,51.65950271729011
357,3.185,128.2,2.666,65.05,8.0,271.105,342.439,644.211,3810,95.8,51.65950271729011
358,4.592,134.3,4.609,1.017,0.1,333.26,346.25,646.044,3810,89.0,51.65950271729011
359,1.565,52.29,3.054,8.967,1.183,314.971,326.675,646.628,3810,93.4,51.65950271729011
360,3.462,135.3,5.276,40.8,4.8,319.69,341.208,645.727,3810,96.6,51.65950271729011
361,2.961,111.1,3.554,48.683,6.567,283.234,337.798,646.295,3810,84.4,51.65950271729011
362,0.85,130.2,4.776,78.333,8.417,295.902,329.456,643.532,3810,88.0,51.65950271729012
363,0.294,122.7,2.332,23.217,1.667,316.383,331.074,642.542,3810,98.3,51.65950271729011
364,1.041,136.0,3.832,24.333,2.317,317.641,333.99,643.011,3810,98.4,51.65950271729011
365,1.299,136.0,2.888,44.5,4.883,316.686,338.355,642.014,3810,98.7,51.65950271729011
366,2.849,131.8,4.276,40.383,4.7,306.317,342.958,644.514,3810,92.5,51.6595027172901
367,3.534,125.9,3.61,79.6,10.583,318.205,354.246,646.335,3810,98.4,51.65950271729011
368,2.375,123.5,5.831,48.083,5.433,319.309,343.171,647.916,3810,93.1,51.65950271729012
369,3.25,126.7,4.221,48.567,5.717,319.881,348.063,645.67,3810,94.5,51.65950271729011
370,3.274,122.3,2.832,48.617,4.75,328.374,348.708,645.465,3810,98.6,51.65950271729011
371,4.206,123.0,2.332,47.867,5.667,329.486,355.241,646.192,3810,97.4,51.65950271729011
372,3.636,126.8,2.61,64.733,5.55,327.314,348.674,645.41,3810,99.2,51.65950271729012
373,4.441,113.3,2.277,81.85,8.233,326.363,354.837,645.489,3810,93.7,51.65950271729012
374,4.7,126.8,2.499,36.817,4.2,333.371,356.858,646.093,3810,98.6,51.65950271729011
375,3.844,128.7,1.61,71.4,7.167,312.594,350.847,646.127,3810,98.0,51.6595027172901
376,3.175,124.4,5.109,11.717,0.567,325.887,339.496,645.21,3810,92.8,51.65950271729011
377,1.534,132.1,2.999,26.7,3.117,318.99,340.922,644.844,3810,98.1,51.65950271729011
378,0.647,96.9,2.166,60.083,5.75,281.765,328.539,643.623,3810,98.8,51.65950271729011
379,3.445,126.0,2.443,64.683,8.783,307.848,357.23,644.344,3810,94.0,51.65950271729012
380,6.383,118.2,2.832,66.4,8.633,269.573,360.518,647.331,3810,90.6,51.65950271729011
381,5.306,131.2,1.833,113.483,16.15,266.499,361.974,647.473,3810,82.4,51.65950271729012
382,3.381,130.8,3.054,76.2,10.417,317.577,354.306,647.016,3810,91.4,51.6595027172901
383,4.815,135.6,3.11,82.317,11.767,324.301,366.359,645.904,3810,96.2,51.65950271729011
384,5.932,136.4,3.332,76.75,10.617,331.637,370.349,645.617,3810,89.8,51.65950271729011
385,6.48,128.9,3.943,36.217,4.25,331.619,362.699,646.228,3810,92.9,51.65950271729011
386,7.635,138.3,3.832,74.383,10.383,326.496,373.506,644.862,3810,90.7,51.65950271729012
387,8.35,134.4,4.332,87.767,12.45,313.637,374.846,644.473,3810,95.5,51.65950271729011
388,8.42,127.2,3.276,49.233,6.3,334.907,380.409,645.115,3810,95.2,51.65950271729012
389,7.394,125.2,2.11,28.583,3.483,327.426,368.584,645.275,3810,85.3,51.65950271729012
390,6.427,130.7,2.888,83.383,11.85,315.944,369.76,644.371,3810,87.2,51.65950271729011
391,6.639,20.37,1.555,24.633,2.767,334.999,354.974,644.057,3810,94.0,51.65950271729011
392,8.8,121.4,1.944,55.717,5.05,354.167,373.055,644.286,3810,98.4,51.6595027172901
393,9.38,129.5,2.388,41.983,5.333,347.45,379.788,645.721,3810,98.2,51.65950271729011
394,8.82,121.0,2.11,43.417,5.7,334.105,376.657,645.917,3810,97.2,51.65950271729011
395,9.2,133.3,4.498,109.3,16.55,315.642,380.271,645.086,3810,88.9,51.65950271729011
396,8.27,132.0,2.11,74.767,10.733,335.31,379.004,645.891,3810,96.3,51.65950271729011
397,4.484,123.3,1.388,48.7,4.417,329.945,347.859,645.076,3810,92.2,51.65950271729011
398,5.809,128.1,2.888,115.2,16.983,302.692,363.824,644.659,3810,90.1,51.65950271729011
399,3.513,54.87,4.332,24.883,3.117,323.884,327.82,645.522,3810,93.9,51.65950271729012
400,5.908,125.5,2.831,68.233,10.383,334.036,366.959,645.076,3810,96.7,51.65950271729011
401,5.883,131.1,3.165,38.683,5.317,338.854,363.766,646.207,3810,96.2,51.65950271729012
402,6.484,131.5,2.777,48.917,6.533,340.55,363.118,646.453,3810,98.9,51.65950271729012
403,7.349,121.8,3.054,116.283,18.367,329.794,376.413,646.04,3810,93.1,51.65950271729011
404,7.374,134.2,5.887,65.4,9.783,337.307,369.969,645.325,3810,96.1,51.65950271729011
405,7.089,132.1,3.832,53.2,7.45,339.549,370.298,645.691,3810,90.4,51.65950271729011
406,6.375,117.2,2.055,57.133,5.633,341.183,359.83,645.586,3810,96.0,51.65950271729011
407,6.507,35.79,1.888,17.7,1.233,337.946,355.055,645.228,3810,96.7,51.65950271729011
408,8.33,135.6,1.833,82.317,8.767,324.338,372.468,644.67,3810,96.8,51.65950271729011
409,8.53,127.7,3.443,40.433,3.867,342.409,371.895,644.216,3810,98.7,51.65950271729011
410,8.51,121.1,2.055,53.317,5.45,345.376,373.644,645.125,3810,95.7,51.65950271729011
411,9.28,114.1,3.332,41.95,4.633,351.965,376.378,646.299,3810,94.0,51.65950271729011
412,9.59,124.2,2.166,69.617,8.517,343.804,376.919,646.448,3810,91.8,51.65950271729011
413,10.2,124.9,3.11,87.283,12.067,343.002,381.562,645.802,3810,94.6,51.6595027172901
414,10.53,118.7,1.944,84.05,11.183,351.378,384.014,644.773,3810,94.3,51.65950271729012
415,10.29,132.3,1.833,59.567,7.083,349.434,382.396,645.757,3810,97.8,51.65950271729011
416,10.41,134.5,4.276,72.083,9.417,360.986,383.138,646.382,3810,93.1,51.65950271729011
417,10.57,127.7,1.888,129.367,17.633,354.441,381.774,645.069,3810,93.2,51.65950271729011
418,9.7,134.1,3.165,53.133,6.317,360.335,375.103,644.033,3810,99.0,51.65950271729011
419,11.7,128.1,2.332,135.083,18.333,353.94,390.333,643.516,3810,97.9,51.65950271729011
420,10.76,112.6,3.332,113.783,15.133,365.176,381.692,644.458,3810,98.5,51.65950271729012
421,10.73,14.4,2.277,43.45,5.45,360.721,376.419,645.64,3810,97.9,51.65950271729011
422,10.33,126.6,4.221,142.9,19.233,357.888,377.701,646.039,3810,95.2,51.65950271729011
423,10.04,133.8,3.221,99.85,13.283,360.892,376.495,645.251,3810,99.2,51.65950271729011
424,11.37,131.7,3.499,168.467,23.483,358.666,387.523,645.869,3810,95.4,51.65950271729011
425,9.94,120.9,2.777,52.783,6.917,359.304,378.752,648.072,3810,98.3,51.65950271729011
426,9.83,124.7,1.722,30.083,3.683,363.325,375.738,647.399,3810,99.6,51.65950271729012
427,9.36,115.1,3.721,44.75,5.667,360.211,370.47,645.229,3810,98.9,51.65950271729011
428,10.14,122.8,3.332,119.1,17.45,359.84,379.742,644.187,3810,97.4,51.65950271729012
429,10.01,135.5,3.998,62.333,8.233,358.595,378.358,643.794,3810,99.4,51.65950271729012
430,8.74,97.6,3.775,70.417,9.75,346.875,367.67,645.066,3810,95.4,51.65950271729011
431,9.61,118.4,2.332,86.15,11.867,361.81,373.312,646.268,3810,97.8,51.65950271729011
432,9.89,133.1,2.443,49.65,7.067,362.114,379.043,646.664,3810,99.4,51.65950271729011
433,10.91,134.5,3.61,95.517,14.5,367.299,383.571,645.455,3810,99.5,51.65950271729011
434,10.8,127.9,1.111,32.1,4.1,365.509,381.598,644.438,3810,98.7,51.65950271729011
435,9.96,23.51,1.444,103.2,15.517,329.55,371.699,645.101,3810,91.8,51.65950271729011
436,9.74,139.3,1.666,120.283,17.55,356.342,374.978,645.141,3810,99.0,51.65950271729011
437,10.66,120.0,2.11,130.883,19.8,353.803,382.293,644.251,3810,95.5,51.65950271729012
438,10.95,120.8,2.555,48.15,7.083,368.135,376.762,645.072,3810,94.9,51.65950271729011
439,11.21,128.5,4.554,72.217,10.783,370.388,379.923,647.843,3810,99.1,51.65950271729011
440,11.6,125.6,1.944,41.033,5.567,369.911,385.326,646.625,3810,99.4,51.6595027172901
441,11.21,117.4,2.832,66.417,9.933,370.952,379.712,643.828,3810,99.6,51.65950271729011
442,9.73,130.7,3.721,52.983,7.65,363.38,370.242,643.02,3810,99.7,51.65950271729012
443,10.4,134.1,3.221,77.4,11.85,365.711,375.199,642.888,3810,99.8,51.65950271729011
444,10.06,123.9,1.277,62.517,8.817,352.154,375.279,643.146,3810,99.3,51.65950271729011
445,11.5,141.5,1.388,128.85,20.533,349.474,385.786,644.108,3810,95.3,51.65950271729012
446,11.44,125.3,1.777,105.133,17.1,318.316,379.637,646.516,3810,95.7,51.65950271729011
447,10.84,128.7,2.277,21.283,2.9,367.278,378.387,646.373,3810,99.6,51.65950271729011
448,10.89,133.1,2.721,39.733,5.833,367.274,380.399,645.577,3810,99.6,51.65950271729012
449,10.01,116.0,2.11,37.333,5.483,365.55,372.392,646.179,3810,100.0,51.65950271729011
450,9.6,115.3,1.499,29.317,4.4,363.153,369.647,646.62,3810,100.0,51.65950271729012
451,10.0,128.9,2.777,58.117,8.767,363.8,371.535,644.442,3810,100.0,51.65950271729011
452,8.94,135.9,1.499,87.217,13.567,356.401,368.898,644.039,3810,99.6,51.65950271729011
453,10.6,122.1,1.999,90.533,14.15,344.083,376.033,644.857,3810,98.4,51.65950271729012
454,9.8,130.0,4.887,101.817,16.433,354.825,373.729,645.133,3810,99.3,51.65950271729011
455,9.51,117.1,3.499,27.1,3.733,360.505,367.319,646.601,3810,97.4,51.65950271729012
456,10.25,119.6,5.553,121.733,19.3,358.887,373.349,648.529,3810,97.1,51.65950271729011
457,10.78,132.3,1.777,67.733,11.45,369.08,378.731,649.216,3810,99.8,51.65950271729011
458,10.64,135.4,1.721,48.833,7.333,362.163,375.367,648.228,3810,99.9,51.65950271729011
459,10.49,129.8,4.887,81.6,12.867,366.951,375.375,646.384,3810,99.3,51.65950271729011
460,9.52,110.8,2.888,40.033,6.217,360.724,369.027,646.997,3810,99.6,51.65950271729012
461,9.79,119.0,3.998,46.217,7.15,363.14,370.59,646.839,3810,100.0,51.65950271729011
462,9.79,124.8,2.666,57.417,8.933,361.377,371.837,646.451,3810,99.8,51.65950271729011
463,10.21,116.2,4.109,55.65,8.283,362.416,372.511,646.17,3810,99.8,51.65950271729011
464,10.87,130.6,2.166,46.05,6.883,366.35,378.548,645.729,3810,99.4,51.65950271729011
465,12.02,133.2,1.777,99.267,15.833,340.339,382.813,644.079,3810,95.3,51.65950271729011
466,11.06,115.1,2.499,70.8,10.933,365.439,377.508,643.266,3810,98.8,51.65950271729011
467,10.4,105.7,4.387,44.317,6.95,361.315,373.685,642.924,3810,94.0,51.65950271729011
468,12.18,118.6,2.11,73.483,11.25,365.11,385.481,644.294,3810,98.3,51.65950271729011
469,12.05,125.7,4.387,116.667,18.833,363.896,385.52,646.835,3810,96.4,51.65950271729012
470,11.55,130.4,3.11,82.717,13.25,369.112,382.291,646.707,3810,99.4,51.65950271729011
471,12.34,121.1,1.888,56.867,9.167,370.271,383.486,645.005,3810,99.3,51.65950271729012
472,10.9,124.1,3.221,51.583,7.583,363.817,375.19,645.348,3810,99.4,51.6595027172901
473,10.52,122.7,1.888,64.167,9.867,363.962,376.068,645.584,3810,99.1,51.65950271729011
474,10.36,122.5,1.055,103.817,16.15,364.981,375.605,644.857,3810,99.9,51.65950271729012
475,12.26,194.46961593975524,5.8471722518008145,148.167,23.267,354.932,384.73,645.646,3810,94.4,51.65950271729011
476,11.95,133.5,1.888,101.65,14.783,342.512,383.959,644.762,3810,96.3,51.65950271729011
477,11.23,127.5,1.999,139.45,22.183,364.347,384.546,643.995,3810,96.0,51.65950271729011
478,10.13,108.3,2.443,23.4,3.167,362.076,370.31,644.606,3810,98.4,51.65950271729012
479,11.2,147.8,0.777,79.483,11.5,357.499,379.279,644.768,3810,98.6,51.65950271729011
480,11.58,132.9,2.443,32.833,4.117,370.389,382.037,645.003,3810,99.5,51.65950271729011
481,11.7,128.7,4.665,92.383,13.4,345.355,382.062,645.196,3810,90.9,51.65950271729011
482,9.51,138.1,4.387,38.55,5.1,357.086,372.053,645.283,3810,97.3,51.65950271729011
483,10.45,130.4,2.666,71.683,10.417,361.118,378.25,646.049,3810,99.3,51.65950271729011
484,9.77,124.0,2.388,60.317,8.183,358.486,370.358,647.364,3810,98.2,51.65950271729011
485,9.18,129.7,3.443,62.567,8.7,357.959,368.202,646.948,3810,97.1,51.65950271729011
486,10.4,112.4,2.055,56.933,7.9,359.406,377.436,646.297,3810,98.4,51.65950271729011
487,10.76,122.7,2.277,48.833,6.733,363.063,378.154,646.8,3810,99.4,51.65950271729011
488,11.0,134.6,1.722,34.05,4.383,356.507,376.261,648.626,3810,98.9,51.65950271729012
489,9.42,132.0,6.997,10.85,0.917,355.216,368.762,648.36,3810,93.9,51.65950271729011
490,10.18,125.1,3.499,59.933,8.133,353.611,374.493,646.742,3810,95.6,51.65950271729011
491,9.98,118.8,3.776,71.0,10.083,345.307,374.673,646.348,3810,97.0,51.65950271729012
492,9.86,118.4,1.499,25.417,2.55,357.845,374.712,646.986,3810,98.4,51.65950271729012
493,10.56,124.9,1.944,29.983,3.25,361.934,378.647,646.822,3810,99.2,51.65950271729011
494,10.53,94.8,2.055,32.417,4.317,359.654,375.724,647.532,3810,97.9,51.65950271729011
495,10.66,133.0,5.22,44.467,5.733,362.776,375.408,649.357,3810,95.1,51.65950271729011
496,9.98,117.1,2.666,23.667,2.9,358.854,372.181,650.225,3810,97.6,51.65950271729011
497,10.45,106.7,1.277,35.367,4.683,349.947,375.211,650.245,3810,96.6,51.65950271729011
498,10.37,127.5,1.444,20.117,1.817,364.361,377.827,648.668,3810,99.6,51.65950271729012
499,10.12,134.8,2.277,33.9,4.133,364.426,373.395,646.66,3810,100.0,51.65950271729011
500,10.44,134.4,2.666,41.433,5.433,367.021,375.445,646.517,3810,99.9,51.65950271729011
501,10.11,130.3,1.222,51.733,5.767,363.156,373.648,646.5,3810,99.8,51.65950271729011
502,9.91,128.1,1.61,19.783,1.367,363.035,374.332,647.658,3810,99.6,51.65950271729011
503,10.08,135.2,2.332,17.55,1.117,361.872,374.945,646.853,3810,99.8,51.65950271729011
504,10.11,123.8,1.666,20.867,1.533,359.891,374.279,645.627,3810,99.3,51.65950271729011
505,9.58,114.8,3.832,27.133,2.467,361.676,368.786,646.974,3810,99.7,51.65950271729011
506,9.96,121.7,2.221,18.933,1.55,362.182,371.578,648.386,3810,99.7,51.65950271729011
507,9.89,115.8,1.444,18.15,1.233,349.813,379.567,647.892,3810,98.8,51.65950271729011
508,9.77,132.5,1.944,23.483,2.25,357.683,379.316,646.878,3810,98.9,51.6595027172901
509,9.28,128.0,4.054,21.483,2.017,360.409,370.752,646.367,3810,100.0,51.65950271729012
510,9.68,132.8,3.887,19.183,1.833,361.878,376.923,646.413,3810,100.0,51.65950271729011
511,10.73,135.5,1.277,44.733,5.45,350.553,387.683,646.213,3810,98.9,51.65950271729012
512,9.83,120.6,3.388,92.95,12.033,342.717,380.2,647.012,3810,95.1,51.65950271729011
513,10.35,125.4,2.332,27.05,3.067,360.775,381.935,646.938,3810,99.2,51.65950271729011
